기준연월,성별,연령별,목적별,교통수단별,인원수
2023-08-31,남성,20세 이하,공용,기타공항,38
2023-08-31,남성,20세 이하,공용,기타항구,0
2023-08-31,남성,20세 이하,공용,김포,10
2023-08-31,남성,20세 이하,공용,김해,22
2023-08-31,남성,20세 이하,공용,부산,1
2023-08-31,남성,20세 이하,공용,인천공항,445
2023-08-31,남성,20세 이하,관광,기타공항,1049
2023-08-31,남성,20세 이하,관광,기타항구,891
2023-08-31,남성,20세 이하,관광,김포,4648
2023-08-31,남성,20세 이하,관광,김해,5018
2023-08-31,남성,20세 이하,관광,부산,1809
2023-08-31,남성,20세 이하,관광,인천,51
2023-08-31,남성,20세 이하,관광,인천공항,43449
2023-08-31,남성,20세 이하,관광,제주공항,5878
2023-08-31,남성,20세 이하,관광,제주항,7
2023-08-31,남성,20세 이하,기타,기타공항,8
2023-08-31,남성,20세 이하,기타,기타항구,36
2023-08-31,남성,20세 이하,기타,김포,143
2023-08-31,남성,20세 이하,기타,김해,177
2023-08-31,남성,20세 이하,기타,부산,5
2023-08-31,남성,20세 이하,기타,인천공항,2973
2023-08-31,남성,20세 이하,기타,제주공항,28
2023-08-31,남성,20세 이하,상용,김해,1
2023-08-31,남성,20세 이하,상용,인천공항,29
2023-08-31,남성,20세 이하,유학연수,기타공항,62
2023-08-31,남성,20세 이하,유학연수,기타항구,4
2023-08-31,남성,20세 이하,유학연수,김포,160
2023-08-31,남성,20세 이하,유학연수,김해,392
2023-08-31,남성,20세 이하,유학연수,부산,6
2023-08-31,남성,20세 이하,유학연수,인천,4
2023-08-31,남성,20세 이하,유학연수,인천공항,4109
2023-08-31,남성,20세 이하,유학연수,제주공항,20
2023-08-31,남성,21~30세,공용,기타공항,5
2023-08-31,남성,21~30세,공용,기타항구,0
2023-08-31,남성,21~30세,공용,김포,3
2023-08-31,남성,21~30세,공용,김해,6
2023-08-31,남성,21~30세,공용,부산,2
2023-08-31,남성,21~30세,공용,인천공항,176
2023-08-31,남성,21~30세,공용,제주공항,1
2023-08-31,남성,21~30세,관광,기타공항,537
2023-08-31,남성,21~30세,관광,기타항구,220
2023-08-31,남성,21~30세,관광,김포,4432
2023-08-31,남성,21~30세,관광,김해,4417
2023-08-31,남성,21~30세,관광,부산,959
2023-08-31,남성,21~30세,관광,인천,38
2023-08-31,남성,21~30세,관광,인천공항,46073
2023-08-31,남성,21~30세,관광,제주공항,4971
2023-08-31,남성,21~30세,관광,제주항,8
2023-08-31,남성,21~30세,기타,기타공항,86
2023-08-31,남성,21~30세,기타,기타항구,49
2023-08-31,남성,21~30세,기타,김포,275
2023-08-31,남성,21~30세,기타,김해,870
2023-08-31,남성,21~30세,기타,부산,11
2023-08-31,남성,21~30세,기타,인천,1
2023-08-31,남성,21~30세,기타,인천공항,13568
2023-08-31,남성,21~30세,기타,제주공항,78
2023-08-31,남성,21~30세,상용,기타공항,10
2023-08-31,남성,21~30세,상용,기타항구,3
2023-08-31,남성,21~30세,상용,김포,47
2023-08-31,남성,21~30세,상용,김해,50
2023-08-31,남성,21~30세,상용,부산,1
2023-08-31,남성,21~30세,상용,인천공항,1076
2023-08-31,남성,21~30세,유학연수,기타공항,265
2023-08-31,남성,21~30세,유학연수,기타항구,2
2023-08-31,남성,21~30세,유학연수,김포,788
2023-08-31,남성,21~30세,유학연수,김해,1072
2023-08-31,남성,21~30세,유학연수,부산,17
2023-08-31,남성,21~30세,유학연수,인천,13
2023-08-31,남성,21~30세,유학연수,인천공항,16422
2023-08-31,남성,21~30세,유학연수,제주공항,92
2023-08-31,남성,31~40세,공용,기타공항,14
2023-08-31,남성,31~40세,공용,기타항구,1
2023-08-31,남성,31~40세,공용,김포,27
2023-08-31,남성,31~40세,공용,김해,31
2023-08-31,남성,31~40세,공용,인천공항,491
2023-08-31,남성,31~40세,관광,기타공항,567
2023-08-31,남성,31~40세,관광,기타항구,440
2023-08-31,남성,31~40세,관광,김포,5654
2023-08-31,남성,31~40세,관광,김해,4850
2023-08-31,남성,31~40세,관광,부산,802
2023-08-31,남성,31~40세,관광,인천,148
2023-08-31,남성,31~40세,관광,인천공항,45097
2023-08-31,남성,31~40세,관광,제주공항,5460
2023-08-31,남성,31~40세,관광,제주항,5
2023-08-31,남성,31~40세,기타,기타공항,129
2023-08-31,남성,31~40세,기타,기타항구,119
2023-08-31,남성,31~40세,기타,김포,534
2023-08-31,남성,31~40세,기타,김해,1625
2023-08-31,남성,31~40세,기타,부산,16
2023-08-31,남성,31~40세,기타,인천,4
2023-08-31,남성,31~40세,기타,인천공항,16059
2023-08-31,남성,31~40세,기타,제주공항,130
2023-08-31,남성,31~40세,상용,기타공항,32
2023-08-31,남성,31~40세,상용,기타항구,4
2023-08-31,남성,31~40세,상용,김포,233
2023-08-31,남성,31~40세,상용,김해,192
2023-08-31,남성,31~40세,상용,부산,9
2023-08-31,남성,31~40세,상용,인천,1
2023-08-31,남성,31~40세,상용,인천공항,2436
2023-08-31,남성,31~40세,상용,제주공항,27
2023-08-31,남성,31~40세,유학연수,기타공항,28
2023-08-31,남성,31~40세,유학연수,김포,50
2023-08-31,남성,31~40세,유학연수,김해,137
2023-08-31,남성,31~40세,유학연수,부산,5
2023-08-31,남성,31~40세,유학연수,인천,5
2023-08-31,남성,31~40세,유학연수,인천공항,1620
2023-08-31,남성,31~40세,유학연수,제주공항,12
2023-08-31,남성,41~50세,공용,기타공항,13
2023-08-31,남성,41~50세,공용,기타항구,0
2023-08-31,남성,41~50세,공용,김포,37
2023-08-31,남성,41~50세,공용,김해,46
2023-08-31,남성,41~50세,공용,부산,3
2023-08-31,남성,41~50세,공용,인천공항,686
2023-08-31,남성,41~50세,관광,기타공항,692
2023-08-31,남성,41~50세,관광,기타항구,704
2023-08-31,남성,41~50세,관광,김포,6869
2023-08-31,남성,41~50세,관광,김해,5306
2023-08-31,남성,41~50세,관광,부산,1117
2023-08-31,남성,41~50세,관광,인천,203
2023-08-31,남성,41~50세,관광,인천공항,40166
2023-08-31,남성,41~50세,관광,제주공항,3354
2023-08-31,남성,41~50세,관광,제주항,8
2023-08-31,남성,41~50세,기타,기타공항,98
2023-08-31,남성,41~50세,기타,기타항구,79
2023-08-31,남성,41~50세,기타,김포,416
2023-08-31,남성,41~50세,기타,김해,618
2023-08-31,남성,41~50세,기타,부산,14
2023-08-31,남성,41~50세,기타,인천,14
2023-08-31,남성,41~50세,기타,인천공항,7962
2023-08-31,남성,41~50세,기타,제주공항,87
2023-08-31,남성,41~50세,상용,기타공항,29
2023-08-31,남성,41~50세,상용,기타항구,1
2023-08-31,남성,41~50세,상용,김포,277
2023-08-31,남성,41~50세,상용,김해,189
2023-08-31,남성,41~50세,상용,부산,6
2023-08-31,남성,41~50세,상용,인천,1
2023-08-31,남성,41~50세,상용,인천공항,2080
2023-08-31,남성,41~50세,상용,제주공항,20
2023-08-31,남성,41~50세,유학연수,기타공항,7
2023-08-31,남성,41~50세,유학연수,김포,13
2023-08-31,남성,41~50세,유학연수,김해,25
2023-08-31,남성,41~50세,유학연수,부산,1
2023-08-31,남성,41~50세,유학연수,인천공항,215
2023-08-31,남성,51~60세,공용,기타공항,10
2023-08-31,남성,51~60세,공용,기타항구,0
2023-08-31,남성,51~60세,공용,김포,32
2023-08-31,남성,51~60세,공용,김해,36
2023-08-31,남성,51~60세,공용,인천공항,640
2023-08-31,남성,51~60세,공용,제주공항,2
2023-08-31,남성,51~60세,관광,기타공항,474
2023-08-31,남성,51~60세,관광,기타항구,573
2023-08-31,남성,51~60세,관광,김포,5724
2023-08-31,남성,51~60세,관광,김해,3969
2023-08-31,남성,51~60세,관광,부산,1280
2023-08-31,남성,51~60세,관광,인천,247
2023-08-31,남성,51~60세,관광,인천공항,29737
2023-08-31,남성,51~60세,관광,제주공항,2014
2023-08-31,남성,51~60세,관광,제주항,9
2023-08-31,남성,51~60세,기타,기타공항,124
2023-08-31,남성,51~60세,기타,기타항구,38
2023-08-31,남성,51~60세,기타,김포,360
2023-08-31,남성,51~60세,기타,김해,359
2023-08-31,남성,51~60세,기타,부산,16
2023-08-31,남성,51~60세,기타,인천,9
2023-08-31,남성,51~60세,기타,인천공항,6678
2023-08-31,남성,51~60세,기타,제주공항,25
2023-08-31,남성,51~60세,상용,기타공항,25
2023-08-31,남성,51~60세,상용,기타항구,3
2023-08-31,남성,51~60세,상용,김포,303
2023-08-31,남성,51~60세,상용,김해,124
2023-08-31,남성,51~60세,상용,부산,7
2023-08-31,남성,51~60세,상용,인천공항,1080
2023-08-31,남성,51~60세,상용,제주공항,16
2023-08-31,남성,51~60세,유학연수,김포,1
2023-08-31,남성,51~60세,유학연수,김해,4
2023-08-31,남성,51~60세,유학연수,인천공항,14
2023-08-31,남성,61세이상,공용,기타공항,4
2023-08-31,남성,61세이상,공용,기타항구,0
2023-08-31,남성,61세이상,공용,김포,10
2023-08-31,남성,61세이상,공용,김해,5
2023-08-31,남성,61세이상,공용,인천공항,193
2023-08-31,남성,61세이상,관광,기타공항,274
2023-08-31,남성,61세이상,관광,기타항구,976
2023-08-31,남성,61세이상,관광,김포,2959
2023-08-31,남성,61세이상,관광,김해,3087
2023-08-31,남성,61세이상,관광,부산,4517
2023-08-31,남성,61세이상,관광,인천,141
2023-08-31,남성,61세이상,관광,인천공항,16455
2023-08-31,남성,61세이상,관광,제주공항,1529
2023-08-31,남성,61세이상,관광,제주항,97
2023-08-31,남성,61세이상,기타,기타공항,94
2023-08-31,남성,61세이상,기타,기타항구,37
2023-08-31,남성,61세이상,기타,김포,224
2023-08-31,남성,61세이상,기타,김해,201
2023-08-31,남성,61세이상,기타,부산,13
2023-08-31,남성,61세이상,기타,인천,12
2023-08-31,남성,61세이상,기타,인천공항,5350
2023-08-31,남성,61세이상,기타,제주공항,41
2023-08-31,남성,61세이상,상용,기타공항,6
2023-08-31,남성,61세이상,상용,기타항구,0
2023-08-31,남성,61세이상,상용,김포,60
2023-08-31,남성,61세이상,상용,김해,51
2023-08-31,남성,61세이상,상용,부산,2
2023-08-31,남성,61세이상,상용,인천공항,261
2023-08-31,남성,61세이상,상용,제주공항,3
2023-08-31,남성,61세이상,유학연수,김해,1
2023-08-31,남성,61세이상,유학연수,인천공항,2
2023-08-31,승무원,승무원,기타,기타공항,266
2023-08-31,승무원,승무원,기타,기타항구,14069
2023-08-31,승무원,승무원,기타,김포,524
2023-08-31,승무원,승무원,기타,김해,1918
2023-08-31,승무원,승무원,기타,부산,15509
2023-08-31,승무원,승무원,기타,인천,1170
2023-08-31,승무원,승무원,기타,인천공항,29619
2023-08-31,승무원,승무원,기타,제주공항,136
2023-08-31,승무원,승무원,기타,제주항,508
2023-08-31,여성,20세 이하,공용,기타공항,32
2023-08-31,여성,20세 이하,공용,기타항구,0
2023-08-31,여성,20세 이하,공용,김포,4
2023-08-31,여성,20세 이하,공용,김해,18
2023-08-31,여성,20세 이하,공용,부산,1
2023-08-31,여성,20세 이하,공용,인천공항,422
2023-08-31,여성,20세 이하,관광,기타공항,1205
2023-08-31,여성,20세 이하,관광,기타항구,839
2023-08-31,여성,20세 이하,관광,김포,9853
2023-08-31,여성,20세 이하,관광,김해,6915
2023-08-31,여성,20세 이하,관광,부산,1962
2023-08-31,여성,20세 이하,관광,인천,65
2023-08-31,여성,20세 이하,관광,인천공항,71749
2023-08-31,여성,20세 이하,관광,제주공항,8139
2023-08-31,여성,20세 이하,관광,제주항,5
2023-08-31,여성,20세 이하,기타,기타공항,13
2023-08-31,여성,20세 이하,기타,기타항구,46
2023-08-31,여성,20세 이하,기타,김포,170
2023-08-31,여성,20세 이하,기타,김해,158
2023-08-31,여성,20세 이하,기타,부산,1
2023-08-31,여성,20세 이하,기타,인천공항,2645
2023-08-31,여성,20세 이하,기타,제주공항,16
2023-08-31,여성,20세 이하,상용,김포,1
2023-08-31,여성,20세 이하,상용,김해,1
2023-08-31,여성,20세 이하,상용,인천공항,8
2023-08-31,여성,20세 이하,유학연수,기타공항,121
2023-08-31,여성,20세 이하,유학연수,기타항구,5
2023-08-31,여성,20세 이하,유학연수,김포,576
2023-08-31,여성,20세 이하,유학연수,김해,778
2023-08-31,여성,20세 이하,유학연수,부산,21
2023-08-31,여성,20세 이하,유학연수,인천공항,8036
2023-08-31,여성,20세 이하,유학연수,제주공항,50
2023-08-31,여성,21~30세,공용,기타공항,9
2023-08-31,여성,21~30세,공용,기타항구,0
2023-08-31,여성,21~30세,공용,김포,7
2023-08-31,여성,21~30세,공용,김해,15
2023-08-31,여성,21~30세,공용,인천공항,264
2023-08-31,여성,21~30세,관광,기타공항,1044
2023-08-31,여성,21~30세,관광,기타항구,165
2023-08-31,여성,21~30세,관광,김포,12878
2023-08-31,여성,21~30세,관광,김해,7417
2023-08-31,여성,21~30세,관광,부산,1095
2023-08-31,여성,21~30세,관광,인천,30
2023-08-31,여성,21~30세,관광,인천공항,110692
2023-08-31,여성,21~30세,관광,제주공항,15478
2023-08-31,여성,21~30세,관광,제주항,9
2023-08-31,여성,21~30세,기타,기타공항,75
2023-08-31,여성,21~30세,기타,기타항구,14
2023-08-31,여성,21~30세,기타,김포,377
2023-08-31,여성,21~30세,기타,김해,451
2023-08-31,여성,21~30세,기타,부산,23
2023-08-31,여성,21~30세,기타,인천공항,7360
2023-08-31,여성,21~30세,기타,제주공항,78
2023-08-31,여성,21~30세,상용,기타공항,1
2023-08-31,여성,21~30세,상용,김포,25
2023-08-31,여성,21~30세,상용,김해,12
2023-08-31,여성,21~30세,상용,부산,1
2023-08-31,여성,21~30세,상용,인천공항,249
2023-08-31,여성,21~30세,상용,제주공항,1
2023-08-31,여성,21~30세,유학연수,기타공항,329
2023-08-31,여성,21~30세,유학연수,기타항구,9
2023-08-31,여성,21~30세,유학연수,김포,1940
2023-08-31,여성,21~30세,유학연수,김해,1704
2023-08-31,여성,21~30세,유학연수,부산,34
2023-08-31,여성,21~30세,유학연수,인천,9
2023-08-31,여성,21~30세,유학연수,인천공항,28427
2023-08-31,여성,21~30세,유학연수,제주공항,135
2023-08-31,여성,31~40세,공용,기타공항,21
2023-08-31,여성,31~40세,공용,기타항구,0
2023-08-31,여성,31~40세,공용,김포,14
2023-08-31,여성,31~40세,공용,김해,30
2023-08-31,여성,31~40세,공용,인천공항,523
2023-08-31,여성,31~40세,관광,기타공항,881
2023-08-31,여성,31~40세,관광,기타항구,412
2023-08-31,여성,31~40세,관광,김포,9078
2023-08-31,여성,31~40세,관광,김해,5788
2023-08-31,여성,31~40세,관광,부산,956
2023-08-31,여성,31~40세,관광,인천,81
2023-08-31,여성,31~40세,관광,인천공항,66373
2023-08-31,여성,31~40세,관광,제주공항,10535
2023-08-31,여성,31~40세,관광,제주항,13
2023-08-31,여성,31~40세,기타,기타공항,90
2023-08-31,여성,31~40세,기타,기타항구,27
2023-08-31,여성,31~40세,기타,김포,454
2023-08-31,여성,31~40세,기타,김해,453
2023-08-31,여성,31~40세,기타,부산,16
2023-08-31,여성,31~40세,기타,인천,4
2023-08-31,여성,31~40세,기타,인천공항,7921
2023-08-31,여성,31~40세,기타,제주공항,169
2023-08-31,여성,31~40세,상용,기타공항,7
2023-08-31,여성,31~40세,상용,기타항구,1
2023-08-31,여성,31~40세,상용,김포,64
2023-08-31,여성,31~40세,상용,김해,30
2023-08-31,여성,31~40세,상용,인천공항,542
2023-08-31,여성,31~40세,상용,제주공항,8
2023-08-31,여성,31~40세,유학연수,기타공항,47
2023-08-31,여성,31~40세,유학연수,기타항구,1
2023-08-31,여성,31~40세,유학연수,김포,128
2023-08-31,여성,31~40세,유학연수,김해,200
2023-08-31,여성,31~40세,유학연수,부산,7
2023-08-31,여성,31~40세,유학연수,인천,2
2023-08-31,여성,31~40세,유학연수,인천공항,2109
2023-08-31,여성,31~40세,유학연수,제주공항,19
2023-08-31,여성,41~50세,공용,기타공항,14
2023-08-31,여성,41~50세,공용,기타항구,0
2023-08-31,여성,41~50세,공용,김포,23
2023-08-31,여성,41~50세,공용,김해,20
2023-08-31,여성,41~50세,공용,부산,1
2023-08-31,여성,41~50세,공용,인천공항,529
2023-08-31,여성,41~50세,공용,제주공항,3
2023-08-31,여성,41~50세,관광,기타공항,1264
2023-08-31,여성,41~50세,관광,기타항구,749
2023-08-31,여성,41~50세,관광,김포,8948
2023-08-31,여성,41~50세,관광,김해,6982
2023-08-31,여성,41~50세,관광,부산,1609
2023-08-31,여성,41~50세,관광,인천,136
2023-08-31,여성,41~50세,관광,인천공항,56706
2023-08-31,여성,41~50세,관광,제주공항,5306
2023-08-31,여성,41~50세,관광,제주항,10
2023-08-31,여성,41~50세,기타,기타공항,70
2023-08-31,여성,41~50세,기타,기타항구,40
2023-08-31,여성,41~50세,기타,김포,301
2023-08-31,여성,41~50세,기타,김해,268
2023-08-31,여성,41~50세,기타,부산,14
2023-08-31,여성,41~50세,기타,인천,4
2023-08-31,여성,41~50세,기타,인천공항,5016
2023-08-31,여성,41~50세,기타,제주공항,165
2023-08-31,여성,41~50세,상용,기타공항,5
2023-08-31,여성,41~50세,상용,기타항구,3
2023-08-31,여성,41~50세,상용,김포,40
2023-08-31,여성,41~50세,상용,김해,21
2023-08-31,여성,41~50세,상용,인천공항,358
2023-08-31,여성,41~50세,상용,제주공항,4
2023-08-31,여성,41~50세,유학연수,기타공항,6
2023-08-31,여성,41~50세,유학연수,김포,25
2023-08-31,여성,41~50세,유학연수,김해,27
2023-08-31,여성,41~50세,유학연수,인천공항,259
2023-08-31,여성,41~50세,유학연수,제주공항,4
2023-08-31,여성,51~60세,공용,기타공항,5
2023-08-31,여성,51~60세,공용,기타항구,0
2023-08-31,여성,51~60세,공용,김포,13
2023-08-31,여성,51~60세,공용,김해,13
2023-08-31,여성,51~60세,공용,부산,1
2023-08-31,여성,51~60세,공용,인천공항,296
2023-08-31,여성,51~60세,공용,제주공항,1
2023-08-31,여성,51~60세,관광,기타공항,691
2023-08-31,여성,51~60세,관광,기타항구,771
2023-08-31,여성,51~60세,관광,김포,6796
2023-08-31,여성,51~60세,관광,김해,4971
2023-08-31,여성,51~60세,관광,부산,1864
2023-08-31,여성,51~60세,관광,인천,217
2023-08-31,여성,51~60세,관광,인천공항,38997
2023-08-31,여성,51~60세,관광,제주공항,3375
2023-08-31,여성,51~60세,관광,제주항,24
2023-08-31,여성,51~60세,기타,기타공항,112
2023-08-31,여성,51~60세,기타,기타항구,23
2023-08-31,여성,51~60세,기타,김포,287
2023-08-31,여성,51~60세,기타,김해,280
2023-08-31,여성,51~60세,기타,부산,13
2023-08-31,여성,51~60세,기타,인천,11
2023-08-31,여성,51~60세,기타,인천공항,5640
2023-08-31,여성,51~60세,기타,제주공항,39
2023-08-31,여성,51~60세,상용,김포,12
2023-08-31,여성,51~60세,상용,김해,6
2023-08-31,여성,51~60세,상용,인천공항,141
2023-08-31,여성,51~60세,상용,제주공항,3
2023-08-31,여성,51~60세,유학연수,김포,1
2023-08-31,여성,51~60세,유학연수,김해,3
2023-08-31,여성,51~60세,유학연수,부산,1
2023-08-31,여성,51~60세,유학연수,인천공항,17
2023-08-31,여성,51~60세,유학연수,제주공항,0
2023-08-31,여성,61세이상,공용,기타공항,1
2023-08-31,여성,61세이상,공용,김포,2
2023-08-31,여성,61세이상,공용,김해,4
2023-08-31,여성,61세이상,공용,인천공항,78
2023-08-31,여성,61세이상,관광,기타공항,439
2023-08-31,여성,61세이상,관광,기타항구,1027
2023-08-31,여성,61세이상,관광,김포,3116
2023-08-31,여성,61세이상,관광,김해,3361
2023-08-31,여성,61세이상,관광,부산,5780
2023-08-31,여성,61세이상,관광,인천,144
2023-08-31,여성,61세이상,관광,인천공항,19969
2023-08-31,여성,61세이상,관광,제주공항,2474
2023-08-31,여성,61세이상,관광,제주항,116
2023-08-31,여성,61세이상,기타,기타공항,118
2023-08-31,여성,61세이상,기타,기타항구,52
2023-08-31,여성,61세이상,기타,김포,275
2023-08-31,여성,61세이상,기타,김해,259
2023-08-31,여성,61세이상,기타,부산,25
2023-08-31,여성,61세이상,기타,인천,7
2023-08-31,여성,61세이상,기타,인천공항,6306
2023-08-31,여성,61세이상,기타,제주공항,50
2023-08-31,여성,61세이상,상용,김포,4
2023-08-31,여성,61세이상,상용,김해,1
2023-08-31,여성,61세이상,상용,인천공항,25
2023-08-31,여성,61세이상,상용,제주공항,1
2023-08-31,여성,61세이상,유학연수,김포,1
2023-08-31,여성,61세이상,유학연수,김해,1
2023-08-31,여성,61세이상,유학연수,인천공항,3
2023-09-30,남성,20세 이하,공용,기타공항,17
2023-09-30,남성,20세 이하,공용,김포,1
2023-09-30,남성,20세 이하,공용,김해,36
2023-09-30,남성,20세 이하,공용,부산,2
2023-09-30,남성,20세 이하,공용,인천공항,337
2023-09-30,남성,20세 이하,관광,기타공항,504
2023-09-30,남성,20세 이하,관광,기타항구,217
2023-09-30,남성,20세 이하,관광,김포,1867
2023-09-30,남성,20세 이하,관광,김해,2069
2023-09-30,남성,20세 이하,관광,부산,451
2023-09-30,남성,20세 이하,관광,인천,60
2023-09-30,남성,20세 이하,관광,인천공항,21259
2023-09-30,남성,20세 이하,관광,제주공항,2047
2023-09-30,남성,20세 이하,관광,제주항,177
2023-09-30,남성,20세 이하,기타,기타공항,7
2023-09-30,남성,20세 이하,기타,기타항구,29
2023-09-30,남성,20세 이하,기타,김포,54
2023-09-30,남성,20세 이하,기타,김해,74
2023-09-30,남성,20세 이하,기타,부산,3
2023-09-30,남성,20세 이하,기타,인천공항,1304
2023-09-30,남성,20세 이하,기타,제주공항,17
2023-09-30,남성,20세 이하,상용,인천공항,40
2023-09-30,남성,20세 이하,유학연수,기타공항,37
2023-09-30,남성,20세 이하,유학연수,기타항구,2
2023-09-30,남성,20세 이하,유학연수,김포,45
2023-09-30,남성,20세 이하,유학연수,김해,394
2023-09-30,남성,20세 이하,유학연수,부산,1
2023-09-30,남성,20세 이하,유학연수,인천,1
2023-09-30,남성,20세 이하,유학연수,인천공항,2788
2023-09-30,남성,20세 이하,유학연수,제주공항,7
2023-09-30,남성,21~30세,공용,기타공항,5
2023-09-30,남성,21~30세,공용,기타항구,0
2023-09-30,남성,21~30세,공용,김포,12
2023-09-30,남성,21~30세,공용,김해,31
2023-09-30,남성,21~30세,공용,부산,1
2023-09-30,남성,21~30세,공용,인천공항,231
2023-09-30,남성,21~30세,관광,기타공항,795
2023-09-30,남성,21~30세,관광,기타항구,327
2023-09-30,남성,21~30세,관광,김포,4945
2023-09-30,남성,21~30세,관광,김해,5154
2023-09-30,남성,21~30세,관광,부산,770
2023-09-30,남성,21~30세,관광,인천,129
2023-09-30,남성,21~30세,관광,인천공항,56215
2023-09-30,남성,21~30세,관광,제주공항,6579
2023-09-30,남성,21~30세,관광,제주항,124
2023-09-30,남성,21~30세,기타,기타공항,33
2023-09-30,남성,21~30세,기타,기타항구,39
2023-09-30,남성,21~30세,기타,김포,223
2023-09-30,남성,21~30세,기타,김해,469
2023-09-30,남성,21~30세,기타,부산,3
2023-09-30,남성,21~30세,기타,인천,1
2023-09-30,남성,21~30세,기타,인천공항,8809
2023-09-30,남성,21~30세,기타,제주공항,56
2023-09-30,남성,21~30세,상용,기타공항,13
2023-09-30,남성,21~30세,상용,기타항구,1
2023-09-30,남성,21~30세,상용,김포,34
2023-09-30,남성,21~30세,상용,김해,38
2023-09-30,남성,21~30세,상용,인천공항,1008
2023-09-30,남성,21~30세,상용,제주공항,8
2023-09-30,남성,21~30세,유학연수,기타공항,128
2023-09-30,남성,21~30세,유학연수,기타항구,4
2023-09-30,남성,21~30세,유학연수,김포,341
2023-09-30,남성,21~30세,유학연수,김해,612
2023-09-30,남성,21~30세,유학연수,부산,3
2023-09-30,남성,21~30세,유학연수,인천,5
2023-09-30,남성,21~30세,유학연수,인천공항,7398
2023-09-30,남성,21~30세,유학연수,제주공항,38
2023-09-30,남성,31~40세,공용,기타공항,19
2023-09-30,남성,31~40세,공용,기타항구,0
2023-09-30,남성,31~40세,공용,김포,38
2023-09-30,남성,31~40세,공용,김해,105
2023-09-30,남성,31~40세,공용,부산,5
2023-09-30,남성,31~40세,공용,인천공항,773
2023-09-30,남성,31~40세,공용,제주공항,1
2023-09-30,남성,31~40세,관광,기타공항,900
2023-09-30,남성,31~40세,관광,기타항구,509
2023-09-30,남성,31~40세,관광,김포,6980
2023-09-30,남성,31~40세,관광,김해,6554
2023-09-30,남성,31~40세,관광,부산,740
2023-09-30,남성,31~40세,관광,인천,369
2023-09-30,남성,31~40세,관광,인천공항,62052
2023-09-30,남성,31~40세,관광,제주공항,5767
2023-09-30,남성,31~40세,관광,제주항,290
2023-09-30,남성,31~40세,기타,기타공항,74
2023-09-30,남성,31~40세,기타,기타항구,99
2023-09-30,남성,31~40세,기타,김포,384
2023-09-30,남성,31~40세,기타,김해,916
2023-09-30,남성,31~40세,기타,부산,16
2023-09-30,남성,31~40세,기타,인천,11
2023-09-30,남성,31~40세,기타,인천공항,11243
2023-09-30,남성,31~40세,기타,제주공항,98
2023-09-30,남성,31~40세,기타,제주항,1
2023-09-30,남성,31~40세,상용,기타공항,18
2023-09-30,남성,31~40세,상용,기타항구,11
2023-09-30,남성,31~40세,상용,김포,197
2023-09-30,남성,31~40세,상용,김해,168
2023-09-30,남성,31~40세,상용,부산,5
2023-09-30,남성,31~40세,상용,인천공항,2387
2023-09-30,남성,31~40세,상용,제주공항,29
2023-09-30,남성,31~40세,유학연수,기타공항,15
2023-09-30,남성,31~40세,유학연수,기타항구,2
2023-09-30,남성,31~40세,유학연수,김포,56
2023-09-30,남성,31~40세,유학연수,김해,132
2023-09-30,남성,31~40세,유학연수,부산,2
2023-09-30,남성,31~40세,유학연수,인천,6
2023-09-30,남성,31~40세,유학연수,인천공항,1248
2023-09-30,남성,31~40세,유학연수,제주공항,12
2023-09-30,남성,41~50세,공용,기타공항,9
2023-09-30,남성,41~50세,공용,기타항구,1
2023-09-30,남성,41~50세,공용,김포,50
2023-09-30,남성,41~50세,공용,김해,97
2023-09-30,남성,41~50세,공용,부산,1
2023-09-30,남성,41~50세,공용,인천공항,991
2023-09-30,남성,41~50세,공용,제주공항,1
2023-09-30,남성,41~50세,관광,기타공항,715
2023-09-30,남성,41~50세,관광,기타항구,574
2023-09-30,남성,41~50세,관광,김포,6560
2023-09-30,남성,41~50세,관광,김해,5565
2023-09-30,남성,41~50세,관광,부산,825
2023-09-30,남성,41~50세,관광,인천,625
2023-09-30,남성,41~50세,관광,인천공항,40116
2023-09-30,남성,41~50세,관광,제주공항,2484
2023-09-30,남성,41~50세,관광,제주항,221
2023-09-30,남성,41~50세,기타,기타공항,51
2023-09-30,남성,41~50세,기타,기타항구,47
2023-09-30,남성,41~50세,기타,김포,354
2023-09-30,남성,41~50세,기타,김해,465
2023-09-30,남성,41~50세,기타,부산,3
2023-09-30,남성,41~50세,기타,인천,15
2023-09-30,남성,41~50세,기타,인천공항,6245
2023-09-30,남성,41~50세,기타,제주공항,80
2023-09-30,남성,41~50세,상용,기타공항,18
2023-09-30,남성,41~50세,상용,기타항구,10
2023-09-30,남성,41~50세,상용,김포,246
2023-09-30,남성,41~50세,상용,김해,193
2023-09-30,남성,41~50세,상용,부산,5
2023-09-30,남성,41~50세,상용,인천,3
2023-09-30,남성,41~50세,상용,인천공항,1998
2023-09-30,남성,41~50세,상용,제주공항,29
2023-09-30,남성,41~50세,유학연수,기타공항,9
2023-09-30,남성,41~50세,유학연수,김포,23
2023-09-30,남성,41~50세,유학연수,김해,38
2023-09-30,남성,41~50세,유학연수,인천공항,260
2023-09-30,남성,41~50세,유학연수,제주공항,3
2023-09-30,남성,51~60세,공용,기타공항,11
2023-09-30,남성,51~60세,공용,기타항구,0
2023-09-30,남성,51~60세,공용,김포,47
2023-09-30,남성,51~60세,공용,김해,74
2023-09-30,남성,51~60세,공용,부산,1
